Pair,EntryTime,ExitTime,EntryPrice,ExitPrice,R,DurationBars,BTC_OK,VolExpansion,FailedBounce,Rejection,LiquidationOverride,MaxFavorableR,MaxAdverseR
B-ETHUSDT,1765722600000,1765728900000,3077.42,3102.508447271406,-1.00,7,1,0,0,0,1,0.28,1.21
B-ETHUSDT,1766914200000,1766919600000,2935.16,2945.5400257379933,-1.00,6,1,0,0,0,1,0.14,1.11
B-ETHUSDT,1767540600000,1767546000000,3131.21,3140.859286839495,-1.00,6,1,0,0,0,1,1.29,1.28
B-ETHUSDT,1768687200000,1768695300000,3309.78,3314.335638014605,-1.00,9,1,0,0,0,1,2.71,1.02
B-ETHUSDT,1769320800000,1769357700000,2936.85,2899.3505995218275,5.25,41,1,0,0,0,1,4.84,0.90
B-XRPUSDT,1525971600000,1525995900000,0.789,0.7472290116618469,5.25,27,1,0,0,0,1,3.46,0.84
B-XRPUSDT,1527028200000,1527089400000,0.64198,0.598573030239982,4.50,68,1,0,0,0,1,3.35,0.36
B-XRPUSDT,1533595500000,1533600900000,0.40501,0.41554556059566433,-1.00,6,1,0,0,0,1,0.00,1.01
B-XRPUSDT,1533675600000,1533738600000,0.37706,0.33299462481539305,3.00,70,1,0,0,0,1,3.07,0.61
B-XRPUSDT,1539141300000,1539219600000,0.47208,0.4520639841056365,4.50,87,1,0,0,0,1,4.64,0.57
B-XRPUSDT,1539237600000,1539323100000,0.4045,0.42199247185598665,-1.00,95,1,0,0,0,1,1.58,1.34
B-XRPUSDT,1542134700000,1542188700000,0.52265,0.5024689579790088,5.25,32,1,0,0,0,1,3.22,0.50
B-XRPUSDT,1543087800000,1543094100000,0.40411,0.38716135442819016,3.00,7,1,0,0,0,1,4.20,0.16
B-XRPUSDT,1550428200000,1550442600000,0.29884,0.3023211222649,-1.00,16,1,0,0,1,1,0.07,1.23
B-XRPUSDT,1551016800000,1551119400000,0.30907,0.33458433971728657,-1.00,114,1,0,0,0,1,0.60,1.20
B-XRPUSDT,1554102900000,1554120900000,0.31184,0.31339576864424057,-1.00,20,1,0,1,1,0,0.64,1.26
B-XRPUSDT,1554129900000,1554146100000,0.31123,0.312833830523241,-1.00,18,1,0,0,0,1,0.36,1.08
B-XRPUSDT,1556540100000,1556616600000,0.29301,0.296617570180305,-1.00,85,1,0,0,0,1,0.95,1.82
B-XRPUSDT,1561482000000,1561483800000,0.45877,0.4627798217740279,-1.00,2,1,0,0,0,1,0.13,3.49
B-XRPUSDT,1568635200000,1568666700000,0.2585,0.26106977874130866,-1.00,35,1,0,0,0,1,0.72,1.05
B-XRPUSDT,1569759300000,1569772800000,0.23617,0.2377034003531882,-1.00,15,1,0,0,0,1,1.24,1.05
B-XRPUSDT,1570344300000,1570374900000,0.25148,0.2542496320330458,-1.00,34,1,0,0,0,1,0.31,1.09
B-XRPUSDT,1574553600000,1574606700000,0.23242,0.225792766303964,5.25,59,1,0,0,0,1,3.61,0.21
B-XRPUSDT,1576454400000,1576467000000,0.21681,0.21407505474246696,5.25,14,1,0,0,0,1,3.98,0.29
B-XRPUSDT,1576486800000,1576504800000,0.21288,0.21399395190326806,-1.00,20,1,0,0,0,1,2.06,1.18
B-XRPUSDT,1576520100000,1576521000000,0.21081,0.20207241168891693,3.00,1,1,0,0,0,1,3.02,0.02
B-XRPUSDT,1583625600000,1583678700000,0.23398,0.22551377716114482,4.50,59,1,0,0,0,1,3.26,0.00
B-XRPUSDT,1583946000000,1583959500000,0.20333,0.20686643938855678,-1.00,15,1,0,0,0,1,1.22,1.14
B-XRPUSDT,1583985600000,1584009900000,0.19087,0.1600758284635577,5.25,27,1,0,0,0,1,4.77,0.56
B-XRPUSDT,1588085100000,1588089600000,0.20511,0.20840641688913278,-1.00,5,1,0,0,1,1,0.11,1.03
B-XRPUSDT,1595427300000,1595429100000,0.19746,0.19824090205420283,-1.00,2,1,0,0,0,1,0.27,1.93
B-XRPUSDT,1596286800000,1596297600000,0.26596,0.27175939491474965,-1.00,12,1,0,0,0,1,0.81,1.21
B-XRPUSDT,1601805600000,1601815500000,0.2323,0.23427371597141292,-1.00,11,1,0,0,1,1,0.18,2.89
B-XRPUSDT,1604304900000,1604372400000,0.23892,0.23031651772295664,3.00,75,1,0,0,0,1,3.11,0.19
B-XRPUSDT,1605848400000,1605872700000,0.29841,0.30418885225496856,-1.00,27,1,0,0,0,1,0.28,1.05
B-XRPUSDT,1607416200000,1607457600000,0.59532,0.5745891522569783,5.25,46,1,0,0,0,1,4.39,0.53
B-XRPUSDT,1608076800000,1608126300000,0.46088,0.47149665210093855,-1.00,55,1,0,0,1,1,2.23,3.68
B-XRPUSDT,1608614100000,1608635700000,0.46237,0.4894140146918441,-1.00,24,1,0,0,0,1,0.43,1.03
B-XRPUSDT,1609180200000,1609197300000,0.28029,0.2375650820208503,5.25,19,1,0,0,0,1,3.24,0.53
B-XRPUSDT,1612863000000,1612915200000,0.45352,0.47790912870485946,-1.00,58,1,0,0,0,1,0.14,1.05
B-XRPUSDT,1623074400000,1623098700000,0.9516,0.9112016903795565,5.25,27,1,0,0,0,1,6.58,0.01
B-XRPUSDT,1627394400000,1627455600000,0.6341,0.6524302906306889,-1.00,68,1,0,0,0,1,0.56,1.40
B-XRPUSDT,1632051900000,1632083400000,1.0589,1.0729977850800336,-1.00,35,1,0,0,0,1,0.22,1.37
B-XRPUSDT,1632096000000,1632096900000,1.0397,1.0019647394026663,3.00,1,1,0,0,0,1,3.16,0.25
B-XRPUSDT,1633725900000,1633755600000,1.0584,1.0764508711463134,-1.00,33,1,0,0,0,1,0.13,1.02
B-XRPUSDT,1635256800000,1635273000000,1.0996,1.1146397848819671,-1.00,18,1,0,0,0,1,0.43,1.21
B-XRPUSDT,1638959400000,1638972900000,0.8113,0.8344692317198967,-1.00,15,1,0,0,0,1,0.38,1.54
B-XRPUSDT,1642728600000,1642796100000,0.7098,0.6553663279339559,3.00,75,1,0,0,1,1,3.03,0.53
B-XRPUSDT,1649627100000,1649645100000,0.7612,0.7358495362736568,3.00,20,1,0,0,0,1,3.49,0.11
B-XRPUSDT,1650798900000,1650845700000,0.705,0.691346318857063,5.25,52,1,0,0,0,1,7.73,0.62
B-XRPUSDT,1667845800000,1667859300000,0.4726,0.4603089803168883,5.25,15,1,0,0,0,1,3.44,0.93
B-XRPUSDT,1667875500000,1667930400000,0.4535,0.41637182305048165,3.00,61,1,0,0,0,1,3.52,0.27
B-XRPUSDT,1671994800000,1672005600000,0.345,0.34671129863646133,-1.00,12,1,0,0,0,1,0.47,1.17
B-XRPUSDT,1672524900000,1672539300000,0.3414,0.33691081643140136,4.50,16,1,0,0,0,1,3.01,0.13
B-XRPUSDT,1690746300000,1690832700000,0.7034,0.7167684923253598,-1.00,96,1,0,0,0,1,1.56,1.28
B-XRPUSDT,1692122400000,1692126000000,0.622,0.6096266595401758,5.25,4,1,0,0,0,1,10.18,0.32
B-XRPUSDT,1692216900000,1692307800000,0.5841,0.5414162624705955,5.25,101,1,0,0,0,1,11.18,0.75
B-XRPUSDT,1696170600000,1696198500000,0.5187,0.5216663959322253,-1.00,31,1,0,0,0,1,1.31,2.26
B-XRPUSDT,1696779000000,1696835700000,0.5188,0.5127977903696956,5.25,63,1,0,0,0,1,3.85,0.65
B-XRPUSDT,1697679000000,1697732100000,0.4816,0.48847236550731227,-1.00,59,1,0,0,0,1,0.68,1.11
B-XRPUSDT,1698685200000,1698692400000,0.5732,0.5802883272736818,-1.00,8,1,0,0,0,1,0.61,1.37
B-XRPUSDT,1699186500000,1699203600000,0.6439,0.6498741055681705,-1.00,19,1,0,1,1,0,2.56,1.77
B-XRPUSDT,1703399400000,1703401200000,0.6136,0.6153116842114401,-1.00,2,1,0,1,1,0,0.58,1.29
B-XRPUSDT,1704195000000,1704257100000,0.6306,0.6370413461966224,-1.00,69,1,0,0,0,1,1.44,1.34
B-XRPUSDT,1705595400000,1705607100000,0.5577,0.543349778766988,3.00,13,1,0,0,0,1,3.07,0.23
B-XRPUSDT,1708938900000,1708960500000,0.5351,0.5394413380985484,-1.00,24,1,0,0,0,1,1.45,1.20
B-XRPUSDT,1710073800000,1710117900000,0.6135,0.5901656588127274,4.50,49,1,0,0,0,1,3.92,0.37
B-XRPUSDT,1711950300000,1712664000000,0.6067,0.6279325392762235,-1.00,793,1,0,0,0,1,2.09,1.71
B-XRPUSDT,1712942100000,1713037500000,0.5726,0.500032894448137,5.25,106,1,0,0,0,1,4.14,0.33
B-XRPUSDT,1715498100000,1715544000000,0.505,0.4991842611748265,3.00,51,1,0,0,0,1,3.10,0.98
B-XRPUSDT,1716130800000,1716179400000,0.5123,0.5152601608912968,-1.00,54,1,0,0,1,1,2.03,1.59
B-XRPUSDT,1716399000000,1716471900000,0.5306,0.5383485053433054,-1.00,81,1,0,0,1,1,2.49,2.35
B-XRPUSDT,1717696800000,1717736400000,0.5236,0.52610718452509,-1.00,44,1,0,0,0,1,2.87,1.72
B-XRPUSDT,1719139500000,1719174600000,0.4856,0.4757564033475183,3.00,39,1,0,0,0,1,3.47,0.24
B-XRPUSDT,1719935100000,1719957600000,0.4819,0.4858227141481989,-1.00,25,1,0,0,0,1,0.25,1.05
B-XRPUSDT,1719975600000,1719992700000,0.4794,0.48408389506985233,-1.00,19,1,0,0,0,1,0.49,1.20
B-XRPUSDT,1720347300000,1720360800000,0.4354,0.4252639134793466,5.25,15,1,0,0,1,1,3.64,0.30
B-XRPUSDT,1722260700000,1722331800000,0.6049,0.6097547615094068,-1.00,79,1,0,0,0,1,2.64,1.67
B-XRPUSDT,1722780000000,1722817800000,0.5378,0.5054074774941923,5.25,42,1,0,0,0,1,3.32,0.22
B-XRPUSDT,1724001300000,1724052600000,0.5703,0.5750579757677402,-1.00,57,1,0,0,0,1,2.00,1.01
B-XRPUSDT,1725552900000,1725631200000,0.5442,0.531571007512484,5.25,87,1,0,0,0,1,4.13,0.81
B-XRPUSDT,1726057800000,1726059600000,0.5309,0.5349059910055176,-1.00,2,1,0,0,0,1,0.55,1.07
B-XRPUSDT,1726061400000,1726074000000,0.5312,0.5354492648664252,-1.00,14,1,0,1,0,1,1.91,1.34
B-XRPUSDT,1731171600000,1731176100000,0.5456,0.5496764635439333,-1.00,5,1,0,0,1,1,0.49,1.20
B-XRPUSDT,1731302100000,1731339000000,0.5793,0.5918760798878114,-1.00,41,1,0,0,0,1,0.72,1.31
B-XRPUSDT,1735502400000,1735509600000,2.1322,2.083768058756715,4.50,8,1,0,0,0,1,3.49,0.52
B-XRPUSDT,1736938800000,1736947800000,2.7749,2.838017939585313,-1.00,10,1,0,0,0,1,1.02,1.82
B-XRPUSDT,1740325500000,1740329100000,2.522,2.5538596547950836,-1.00,4,1,0,0,0,1,0.05,1.07
B-XRPUSDT,1740366900000,1740433500000,2.5028,2.3802148409598374,5.25,74,1,0,0,0,1,3.57,0.38
B-XRPUSDT,1742304600000,1742308200000,2.2331,2.26285987521543,-1.00,4,1,0,0,0,1,0.27,1.06
B-XRPUSDT,1746969300000,1747009800000,2.3693,2.3904353259419096,-1.00,45,1,0,0,0,1,1.94,1.25
B-XRPUSDT,1750017600000,1750024800000,2.1561,2.166523921165233,-1.00,8,1,0,0,0,1,1.48,1.13
B-XRPUSDT,1750512600000,1750531500000,2.12,2.0784123917922144,5.25,21,1,0,0,0,1,3.05,0.33
B-XRPUSDT,1758446100000,1758507300000,2.9705,2.8984110870175033,5.25,68,1,0,0,0,1,3.07,0.92
B-XRPUSDT,1762136100000,1762182900000,2.465,2.364816919607911,5.25,52,1,0,0,0,1,3.57,0.28
B-XRPUSDT,1765722600000,1765764000000,1.9901,2.0056493277639773,-1.00,46,1,0,0,0,1,2.41,1.13
B-XRPUSDT,1769350500000,1769360400000,1.888,1.836990450973071,5.25,11,1,0,0,0,1,3.02,0.33
B-LTCUSDT,1516014900000,1516019400000,231.04,237.25810369951535,-1.00,5,1,0,0,0,1,0.55,1.04
B-LTCUSDT,1516060800000,1516082400000,226.34,231.8067455481735,-1.00,24,1,0,0,1,1,4.78,2.86
B-LTCUSDT,1520343900000,1520346600000,196.84,201.64364577714394,-1.00,3,1,0,0,0,1,0.00,1.09
B-LTCUSDT,1520356500000,1520440200000,197.98,185.98152415048654,5.25,93,1,0,0,0,1,3.66,0.63
B-LTCUSDT,1522296000000,1522322100000,127.81,117.9411408568775,3.00,29,1,0,0,0,1,3.19,0.05
B-LTCUSDT,1527021900000,1527064200000,129.6,124.10005375754162,5.25,47,1,0,0,0,1,3.05,0.22
B-LTCUSDT,1528587000000,1528589700000,118.25,116.32428834380794,3.00,3,1,0,0,0,1,4.18,0.00
B-LTCUSDT,1528591500000,1528652700000,113.31,104.51290911067092,5.25,68,1,0,0,0,1,3.12,0.57
B-LTCUSDT,1539141300000,1539216000000,57.73,58.649997422694845,-1.00,83,1,0,0,0,1,0.39,1.01
B-LTCUSDT,1542134700000,1542210300000,50.37,47.80846131699448,3.00,56,1,0,0,0,1,3.96,0.83
B-LTCUSDT,1542564000000,1542565800000,42.7,42.86437969069447,-1.00,2,1,0,0,1,1,0.61,4.08
B-LTCUSDT,1542571200000,1542589200000,42.81,41.30194836838263,5.25,20,1,0,0,0,1,3.84,0.36
B-LTCUSDT,1542603600000,1542620700000,40.2,37.56710175295106,5.25,19,1,0,0,0,1,3.70,0.42
B-LTCUSDT,1562767200000,1562770800000,114.93,104.30633513620187,5.25,4,1,0,0,0,1,3.51,0.03
B-LTCUSDT,1568755800000,1568816100000,75.33,77.21161762580039,-1.00,67,1,0,0,0,1,0.87,1.14
B-LTCUSDT,1569271500000,1569350700000,68.61,58.95079024374023,5.25,88,1,0,0,0,1,3.58,0.28
B-LTCUSDT,1571739300000,1571801400000,54.29,52.54138846357327,5.25,69,1,0,0,0,1,3.76,1.00
B-LTCUSDT,1571979600000,1571981400000,49.11,49.37319248547758,-1.00,2,1,0,0,0,1,0.38,1.63
B-LTCUSDT,1574316000000,1574325900000,54.32,51.847845139315794,3.00,11,1,0,0,0,1,3.30,0.25
B-LTCUSDT,1576520100000,1576589400000,41.95,38.94155378065807,5.25,77,1,0,0,0,1,3.17,0.07
B-LTCUSDT,1581516000000,1581526800000,78.58,79.76417480580304,-1.00,12,1,0,0,0,1,0.26,1.06
B-LTCUSDT,1581780600000,1581781500000,80.47,78.21705923525003,5.25,1,1,0,0,0,1,3.29,0.00
B-LTCUSDT,1581784200000,1581820200000,77.05,80.05110792536117,-1.00,40,1,0,0,0,1,0.67,1.07
B-LTCUSDT,1582640100000,1582682400000,73.1,68.17607801477436,3.00,47,1,0,0,1,1,3.78,0.21
B-LTCUSDT,1583625600000,1583680500000,59.36,55.76304420766188,3.00,61,1,0,0,0,1,3.77,0.08
B-LTCUSDT,1583920800000,1583994600000,48.02,44.46155137377786,5.25,82,1,0,0,0,1,3.34,0.78
B-LTCUSDT,1584019800000,1584021600000,30.6,33.5503072515477,-1.00,2,1,0,0,0,1,0.14,1.01
B-LTCUSDT,1586947500000,1586995200000,40.7,38.84780648305803,5.25,53,1,0,0,0,1,3.60,0.60
B-LTCUSDT,1588085100000,1588090500000,44.08,44.610601912926896,-1.00,6,1,0,0,1,1,0.09,1.30
B-LTCUSDT,1595571300000,1595613600000,44.22,44.700775464239236,-1.00,47,1,0,0,0,1,0.60,1.12
B-LTCUSDT,1600604100000,1600683300000,47.39,45.21682067107619,4.50,88,1,0,0,0,1,3.15,0.35
B-LTCUSDT,1601919000000,1601921700000,46.18,45.54961936724556,5.25,3,1,0,0,0,1,3.09,0.10
B-LTCUSDT,1603220400000,1603239300000,46.47,47.06029747327775,-1.00,21,1,0,0,1,1,0.05,1.20
B-LTCUSDT,1605177900000,1605201300000,58.18,59.36497404202484,-1.00,26,1,0,0,0,1,0.32,1.38
B-LTCUSDT,1605477600000,1605480300000,61.22,62.1257622658082,-1.00,3,1,0,0,0,1,0.15,1.16
B-LTCUSDT,1606723200000,1606734900000,77.94,79.71579579071856,-1.00,13,1,0,0,0,1,0.74,1.08
B-LTCUSDT,1612863000000,1612888200000,167.66,172.85529227598127,-1.00,28,1,0,0,1,1,0.66,1.16
B-LTCUSDT,1613995200000,1614069900000,203.7,175.4385087699652,5.25,83,1,0,0,0,1,4.00,0.67
B-LTCUSDT,1630623600000,1630643400000,184.9,187.09462758459733,-1.00,22,1,0,0,0,1,2.32,1.09
B-LTCUSDT,1630926900000,1631002500000,227.3,213.7310076516049,5.25,84,1,0,0,0,1,3.65,0.02
B-LTCUSDT,1631478600000,1631539800000,178.5,186.30598007296376,-1.00,68,1,0,0,0,1,1.00,7.26
B-LTCUSDT,1632051900000,1632105000000,176.7,168.7782338883545,5.25,59,1,0,0,0,1,4.13,0.72
B-LTCUSDT,1636403400000,1636414200000,223.3,229.32918995788773,-1.00,12,1,0,0,0,1,0.03,1.01
B-LTCUSDT,1642714200000,1642729500000,136.1,124.51852746604752,5.25,17,1,0,0,0,1,3.21,0.00
B-LTCUSDT,1663449300000,1663494300000,57.88,56.534588423108765,5.25,50,1,0,0,0,1,3.90,0.38
B-LTCUSDT,1665569700000,1665643500000,52.52,51.45805726367496,5.25,82,1,0,0,0,1,3.28,0.11
B-LTCUSDT,1667859300000,1667931300000,66.99,61.0699203944485,5.25,80,1,0,0,0,1,3.54,0.96
B-LTCUSDT,1687200300000,1687212900000,76.46,77.5469073383577,-1.00,14,1,0,0,0,1,0.24,1.01
B-LTCUSDT,1687270500000,1687277700000,75.93,76.92231883646065,-1.00,8,1,0,0,0,1,0.06,1.15
B-LTCUSDT,1692126000000,1692307800000,78.62,70.07327171100582,5.25,202,1,0,0,0,1,7.94,0.47
B-LTCUSDT,1708361100000,1708366500000,70.75,71.33289882759895,-1.00,6,1,0,0,0,1,0.33,1.03
B-LTCUSDT,1708938900000,1708956000000,69.5,70.20533112309376,-1.00,19,1,0,0,0,1,0.57,1.09
B-LTCUSDT,1710081000000,1710086400000,86.56,88.0843817133676,-1.00,6,1,0,0,0,1,0.05,1.13
B-LTCUSDT,1711401300000,1711429200000,90.09,91.28915157252905,-1.00,31,1,0,0,0,1,0.18,1.03
B-LTCUSDT,1718559900000,1718584200000,78.78,79.18322611952117,-1.00,27,1,0,0,0,1,0.37,1.14
B-LTCUSDT,1718586900000,1718618400000,78.73,77.16305964639905,3.00,35,1,0,0,0,1,3.31,0.13
B-LTCUSDT,1719161100000,1719162900000,74.39,74.88242451667364,-1.00,2,1,0,0,0,1,0.12,1.36
B-LTCUSDT,1719971100000,1720001700000,75.73,74.26760984530752,5.25,34,1,0,0,0,1,3.49,0.10
B-LTCUSDT,1722780000000,1722792600000,64.25,61.570373658189794,3.00,14,1,0,0,0,1,4.41,0.16
B-LTCUSDT,1733020200000,1733024700000,99.83,101.47524452514102,-1.00,5,1,0,0,0,1,0.23,1.14
B-LTCUSDT,1733715000000,1733736600000,129.5,122.62482363411459,4.50,24,1,0,0,0,1,3.04,0.67
B-LTCUSDT,1739112300000,1739113200000,106.43,106.97392127923462,-1.00,1,1,0,1,1,0,0.00,2.72
B-LTCUSDT,1740366900000,1740434400000,124.55,116.19211273696898,5.25,75,1,0,0,0,1,4.39,0.31
B-LTCUSDT,1743945300000,1743963300000,79.32,74.81791580354131,3.00,20,1,0,0,0,1,4.33,0.18
B-LTCUSDT,1749056400000,1749070800000,89.38,87.70033628175673,3.00,16,1,0,0,0,1,3.54,0.11
B-LTCUSDT,1758445200000,1758448800000,114.89,115.4411451931252,-1.00,4,1,0,0,1,1,0.78,2.50
B-LTCUSDT,1758451500000,1758477600000,114.94,115.93182782039752,-1.00,29,1,0,0,0,1,0.34,1.03
B-LTCUSDT,1760028300000,1760031900000,115.86,118.01509467280468,-1.00,4,1,0,0,0,1,0.11,1.05
B-LTCUSDT,1760077800000,1760095800000,126.99,132.12734313875063,-1.00,20,1,0,0,0,1,0.02,1.02
B-LTCUSDT,1765722600000,1765762200000,79.52,80.29226301049714,-1.00,44,1,0,0,0,1,2.02,1.19
B-BCHUSDT,1576520100000,1576521000000,203.86,196.52011311227935,5.25,1,1,0,0,0,1,4.09,0.03
B-BCHUSDT,1577983500000,1578025800000,199.18,202.31653999277177,-1.00,47,1,0,0,0,1,2.32,1.30
B-BCHUSDT,1583625600000,1583677800000,326.49,310.3298145773208,5.25,58,1,0,0,0,1,3.37,0.00
B-BCHUSDT,1583946000000,1583952300000,255.71,262.42125298026787,-1.00,7,1,0,0,1,1,0.85,1.08
B-BCHUSDT,1583993700000,1584009000000,248.8,222.18478492437532,5.25,17,1,0,0,0,1,4.94,0.05
B-BCHUSDT,1586947500000,1586995200000,221.64,212.8050764757563,5.25,53,1,0,0,0,1,3.69,0.59
B-BCHUSDT,1589989500000,1590021000000,237.82,242.9302507183713,-1.00,35,1,0,0,0,1,0.52,1.01
B-BCHUSDT,1595765700000,1595810700000,247.43,250.04531265560664,-1.00,50,1,0,1,0,1,1.30,1.13
B-BCHUSDT,1596276900000,1596298500000,307.42,312.36879242891325,-1.00,24,1,0,0,0,1,0.83,1.07
B-BCHUSDT,1600073100000,1600088400000,222.52,225.43468129863612,-1.00,17,1,0,0,0,1,0.11,1.52
B-BCHUSDT,1600603200000,1600606800000,229.07,224.38701534781072,3.00,4,1,0,0,0,1,4.11,0.01
B-BCHUSDT,1602497700000,1602509400000,238.11,239.93540530821295,-1.00,13,1,0,0,0,1,2.96,1.28
B-BCHUSDT,1603808100000,1603813500000,263.2,266.5018519182324,-1.00,6,1,0,0,0,1,0.02,1.06
B-BCHUSDT,1606137300000,1606142700000,291.57,302.5899407729627,-1.00,6,1,0,0,0,1,0.03,1.28
B-BCHUSDT,1607941800000,1607986800000,269.78,273.90665289723546,-1.00,50,1,0,0,0,1,1.15,1.22
B-BCHUSDT,1608418800000,1608449400000,318.38,322.7887576951316,-1.00,34,1,0,0,0,1,1.89,1.73
B-BCHUSDT,1612863000000,1612887300000,482.03,499.20836379061063,-1.00,27,1,0,0,1,1,0.54,1.56
B-BCHUSDT,1620086400000,1620122400000,998.88,1022.9025418794722,-1.00,40,1,0,0,0,1,2.69,1.11
B-BCHUSDT,1620138600000,1620174600000,984.83,1022.7620947141857,-1.00,40,1,0,0,0,1,1.43,1.15
B-BCHUSDT,1630926900000,1631003400000,784,735.3390611988068,3.00,85,1,0,0,0,1,3.01,0.80
B-BCHUSDT,1632051900000,1632106800000,611.5,574.2812869506727,4.50,61,1,0,0,0,1,3.05,0.72
B-BCHUSDT,1642714200000,1642720500000,372.4,359.8199783974962,3.00,7,1,0,0,0,1,3.31,0.00
B-BCHUSDT,1642728600000,1642795200000,350.2,330.0695070060193,5.25,74,1,0,0,0,1,3.11,0.34
B-BCHUSDT,1645632000000,1645633800000,297,299.6129806853758,-1.00,2,1,0,0,1,1,0.00,1.19
B-BCHUSDT,1662621300000,1662632100000,116.3,118.87943414796325,-1.00,12,1,0,0,0,1,0.12,1.01
B-BCHUSDT,1667300400000,1667378700000,115.4,116.71881595239518,-1.00,87,1,0,0,0,1,1.90,2.88
B-BCHUSDT,1667859300000,1667870100000,116,118.36315288947151,-1.00,12,1,0,0,0,1,0.00,1.06
B-BCHUSDT,1668922200000,1668974400000,106.2,107.24039452596284,-1.00,58,1,0,0,0,1,2.98,1.35
B-BCHUSDT,1670711400000,1670715000000,108.8,109.56023131792723,-1.00,4,1,0,0,0,1,0.00,1.05
